t,q1,qd1,qdd1,q2,qd2,qdd2
7.52,0.944745,0.327807,1.27255,0.467452,0.067522,-1.2264
7.53,0.947975,0.318344,1.26632,0.980305,1.53547,0.942362
7.54,0.951111,0.308848,1.25996,0.088699,1.08854,1.17654
7.55,0.954152,0.299322,1.25347,-0.929984,-0.404713,-0.158453
7.56,0.957098,0.289765,1.24686,-0.616302,-1.04853,0.538455
7.57,0.959947,0.28018,1.24013,0.580341,-0.412002,-1.93757
7.58,0.962701,0.270567,1.23327,0.945543,0.305445,-0.0245563
7.59,0.965359,0.260926,1.22629,-0.0439114,0.256739,0.212912
7.6,0.96792,0.25126,1.21918,-0.970455,-0.00547349,0.496677
7.61,0.970384,0.241568,1.21195,-0.506652,0.235462,1.61573
7.62,0.972751,0.231852,1.2046,0.68302,0.519969,-1.16081
7.63,0.975021,0.222114,1.19713,0.894145,-0.0241615,-0.117551
7.64,0.977193,0.212352,1.18955,-0.175749,-1.00503,-1.1753
7.65,0.979268,0.20257,1.18184,-0.993852,-0.971665,-0.197885
7.66,0.981244,0.192767,1.17401,-0.388087,0.465164,1.56859
7.67,0.983123,0.182945,1.16607,0.773681,1.67352,-0.0805301
7.68,0.984903,0.173105,1.15801,0.827015,0.946135,1.04898
7.69,0.986585,0.163248,1.14983,-0.304495,-1.07561,-1.35119
7.7,0.988168,0.153374,1.14154,-0.999762,-1.95216,-0.908814
7.71,0.989653,0.143485,1.13314,-0.262695,-0.520738,0.248894
7.72,0.991038,0.133581,1.12462,0.850729,1.52428,-0.220742
7.73,0.992324,0.123664,1.11599,0.745334,1.73122,1.9797
7.74,0.993511,0.113735,1.10725,-0.427883,-0.0360812,-0.381669
7.75,0.994599,0.103794,1.09839,-0.988083,-1.55059,-0.258325
7.76,0.995587,0.0938433,1.08943,-0.13268,-1.13233,-0.736631
7.77,0.996476,0.0838829,1.08036,0.91281,0.395092,-1.26327
7.78,0.997265,0.0739142,1.07118,0.65054,1.09074,1.42833
7.79,0.997954,0.063938,1.06189,-0.543743,0.449654,0.0807229
7.8,0.998543,0.0539554,1.0525,-0.959018,-0.325746,1.17674
7.81,0.999033,0.0439675,1.043,-0.000331588,-0.309412,-0.308417
7.82,0.999423,0.0339751,1.0334,0.95883,-0.00843573,-1.51184
7.83,0.999712,0.0239793,1.02369,0.544299,-0.191853,0.177064
7.84,0.999902,0.0139812,1.01388,-0.650036,-0.478259,-0.816152
7.85,0.999992,0.00398162,1.00397,-0.913081,0.00869413,1.66645
7.86,0.999982,-0.00601833,0.993964,0.132023,0.95632,0.562562
7.87,0.999872,-0.0160177,0.983854,0.98798,0.956945,-0.336477
7.88,0.999662,-0.0260154,0.973646,0.428482,-0.429352,-0.0835236
7.89,0.999351,-0.0360106,0.963341,-0.744892,-1.64084,-1.88991
7.9,0.998941,-0.0460021,0.952939,-0.851078,-0.961405,0.783372
7.91,0.998431,-0.0559891,0.942442,0.262055,1.03878,0.27093
7.92,0.997822,-0.0659704,0.931851,0.999748,1.94941,0.904754
7.93,0.997112,-0.0759452,0.921167,0.305126,0.554608,0.830633
7.94,0.996303,-0.0859123,0.91039,-0.826642,-1.50671,-1.61042
7.95,0.995394,-0.0958709,0.899523,-0.774101,-1.75847,-0.00425777
7.96,0.994385,-0.10582,0.888565,0.387476,0.0038332,-1.09806
7.97,0.993277,-0.115758,0.877519,0.993925,1.56373,0.788578
7.98,0.99207,-0.125685,0.866385,0.176402,1.17577,1.34664
7.99,0.990764,-0.135599,0.855164,-0.893848,-0.383723,-0.291424
8,0.989358,-0.1455,0.843858,-0.683504,-1.13163,0.549716
8.01,0.987854,-0.155386,0.832468,0.50608,-0.488294,-1.86735
8.02,0.986251,-0.165257,0.820994,0.970615,0.344218,-0.159265
8.03,0.984549,-0.175111,0.809438,0.0445739,0.36206,0.406545
8.04,0.982748,-0.184947,0.797801,-0.945327,0.0241469,0.352888
8.05,0.98085,-0.194765,0.786084,-0.580881,0.149251,1.67579
8.06,0.978853,-0.204564,0.774289,0.615779,0.435289,-1.15086
8.07,0.976759,-0.214342,0.762416,0.930228,0.00505727,-0.242415
8.08,0.974566,-0.224099,0.750467,-0.0880384,-0.907292,-0.994647
8.09,0.972277,-0.233833,0.738443,-0.980174,-0.940293,-0.348539
8.1,0.96989,-0.243544,0.726346,-0.468038,0.394311,1.68957
8.11,0.967406,-0.253231,0.714175,0.714645,1.60662,-0.107793
8.12,0.964825,-0.262892,0.701933,0.873473,0.974999,0.952065
8.13,0.962148,-0.272527,0.689621,-0.219102,-1.00137,-1.20982
8.14,0.959375,-0.282135,0.67724,-0.997775,-1.94462,-1.07989
8.15,0.956506,-0.291714,0.664791,-0.34696,-0.587861,0.409914
8.16,0.953541,-0.301264,0.652276,0.800936,1.48747,-0.27259
8.17,0.95048,-0.310785,0.639696,0.801351,1.78412,1.9415
8.18,0.947325,-0.320274,0.627051,-0.34631,0.0291436,-0.274307
8.19,0.944075,-0.329731,0.614344,-0.997821,-1.57487,-0.445387
8.2,0.940731,-0.339155,0.601576,-0.219778,-1.2188,-0.570209
8.21,0.937292,-0.348545,0.588747,0.873136,0.370644,-1.35376
8.22,0.93376,-0.3579,0.575859,0.715129,1.17115,1.45576
8.23,0.930134,-0.36722,0.562914,-0.467425,0.527847,0.168834
8.24,0.926415,-0.376503,0.549913,-0.980311,-0.360838,1.00662
8.25,0.922604,-0.385748,0.536856,-0.088729,-0.414596,-0.149109
8.26,0.918701,-0.394955,0.523746,0.929973,-0.0416334,-1.65537
8.27,0.914705,-0.404122,0.510584,0.616325,-0.10773,0.246646
8.28,0.910618,-0.413248,0.49737,-0.580317,-0.391128,-0.756021
8.29,0.90644,-0.422334,0.484107,-0.945553,-0.0170594,1.54399
8.3,0.902172,-0.431377,0.470795,0.0438813,0.858027,0.726468
8.31,0.897813,-0.440377,0.457436,0.970448,0.921724,-0.517082
8.32,0.893364,-0.449333,0.444032,0.506678,-0.36012,0.00685238
8.33,0.888827,-0.458244,0.430583,-0.682998,-1.57094,-1.88569
8.34,0.8842,-0.467109,0.417091,-0.894159,-0.986875,0.708003
8.35,0.879484,-0.475928,0.403557,0.17572,0.963471,0.441781
8.36,0.874681,-0.484698,0.389983,0.993849,1.93781,0.723833
8.37,0.869791,-0.493421,0.37637,0.388115,0.620416,0.947683
8.38,0.864813,-0.502094,0.362719,-0.773662,-1.4666,-1.67332
8.39,0.859749,-0.510717,0.349032,-0.827032,-1.80813,-0.0512539
8.4,0.854599,-0.519289,0.33531,0.304466,-0.0627692,-0.947257
8.41,0.849363,-0.527809,0.321555,0.999763,1.58402,0.627778
8.42,0.844043,-0.536276,0.307767,0.262724,1.26131,1.50558
8.43,0.838638,-0.544689,0.293949,-0.850713,-0.355894,-0.399501
8.44,0.833149,-0.553048,0.280101,-0.745354,-1.20924,0.529926
8.45,0.827577,-0.561352,0.266225,0.427856,-0.568237,-1.76953
8.46,0.821922,-0.569599,0.252323,0.988087,0.375587,-0.308379
8.47,0.816185,-0.57779,0.238395,0.13271,0.466932,0.597295
8.48,0.810367,-0.585923,0.224444,-0.912798,0.0608651,0.228067
8.49,0.804467,-0.593997,0.21047,-0.650563,0.0673595,1.70607
8.5,0.798487,-0.602012,0.196475,0.543718,0.345845,-1.11052
8.51,0.792427,-0.609967,0.182461,0.959027,0.0272826,-0.38833
8.52,0.786288,-0.61786,0.168428,0.000361732,-0.808613,-0.808251
8.53,0.78007,-0.625692,0.154378,-0.958822,-0.901259,-0.487065
8.54,0.773774,-0.633461,0.140313,-0.544325,0.326852,1.78442
8.55,0.767401,-0.641167,0.126234,0.650013,1.53385,-0.104085
8.56,0.760951,-0.648809,0.112142,0.913093,0.996992,0.82853
8.57,0.754425,-0.656386,0.0980392,-0.131993,-0.925166,-1.05485
8.58,0.747824,-0.663897,0.0839264,-0.987976,-1.92898,-1.24651
8.59,0.741147,-0.671342,0.0698052,-0.42851,-0.652192,0.550666
8.6,0.734397,-0.67872,0.0556771,0.744872,1.44417,-0.294674
8.61,0.727573,-0.68603,0.0415433,0.851093,1.83044,1.87301
8.62,0.720677,-0.693271,0.0274055,-0.262026,0.0969622,-0.146754
8.63,0.713708,-0.700443,0.0132648,-0.999747,-1.59117,-0.636384
8.64,0.706668,-0.707545,-0.000877099,-0.305155,-1.30323,-0.416877
8.65,0.699557,-0.714576,-0.015019,0.826625,0.339516,-1.41748
8.66,0.692377,-0.721536,-0.0291593,0.77412,1.24583,1.4518
8.67,0.685127,-0.728424,-0.0432967,-0.387448,0.609388,0.282465
8.68,0.677809,-0.735238,-0.0574298,-0.993929,-0.388449,0.824199
8.69,0.670422,-0.74198,-0.0715572,-0.176432,-0.518983,0.00477655
8.7,0.662969,-0.748647,-0.0856774,0.893835,-0.081808,-1.77723
8.71,0.65545,-0.755239,-0.0997891,0.683526,-0.0282066,0.286115
8.72,0.647865,-0.761755,-0.113891,-0.506054,-0.299512,-0.666403
8.73,0.640215,-0.768196,-0.127981,-0.970622,-0.0357006,1.402
8.74,0.632501,-0.77456,-0.142058,-0.0446041,0.759136,0.892859
8.75,0.624724,-0.780846,-0.156122,0.945317,0.87892,-0.683031
8.76,0.616884,-0.787054,-0.170169,0.580906,-0.294583,0.070192
8.77,0.608983,-0.793183,-0.1842,-0.615755,-1.49542,-1.85001
8.78,0.601021,-0.799233,-0.198212,-0.930239,-1.00531,0.607635
8.79,0.592999,-0.805203,-0.212205,0.0880084,0.886541,0.623199
8.8,0.584917,-0.811093,-0.226176,0.980168,1.91814,0.549498
8.81,0.576777,-0.816902,-0.240124,0.468065,0.683111,1.0423
8.82,0.568579,-0.822628,-0.254049,-0.714623,-1.42022,-1.70537
8.83,0.560325,-0.828273,-0.267948,-0.873488,-1.851,-0.127007
8.84,0.552014,-0.833835,-0.28182,0.219072,-0.13164,-0.778214
8.85,0.543648,-0.839313,-0.295665,0.997773,1.59631,0.465434
8.86,0.535228,-0.844707,-0.309479,0.346989,1.34448,1.64835
8.87,0.526755,-0.850017,-0.323263,-0.800918,-0.321559,-0.479778
8.88,0.518228,-0.855242,-0.337014,-0.801369,-1.28086,0.479219
8.89,0.50965,-0.860382,-0.350732,0.346282,-0.651218,-1.64722
8.9,0.501021,-0.865435,-0.364414,0.997823,0.399411,-0.466807
8.91,0.492342,-0.870402,-0.37806,0.219808,0.570661,0.779717
8.92,0.483613,-0.875282,-0.391669,-0.873121,0.104425,0.126247
8.93,0.474836,-0.880074,-0.405238,-0.71515,-0.00966348,1.70523
8.94,0.466012,-0.884778,-0.418767,0.467399,0.252205,-1.0416
8.95,0.457141,-0.889394,-0.432253,0.980317,0.042291,-0.550939
8.96,0.448224,-0.893921,-0.445697,0.088759,-0.709683,-0.621624
8.97,0.439263,-0.898359,-0.459096,-0.929962,-0.854736,-0.608586
8.98,0.430257,-0.902706,-0.472449,-0.616349,0.263382,1.85045
8.99,0.421209,-0.906964,-0.485755,0.580292,1.45571,-0.0697738
9,0.412118,-0.91113,-0.499012,0.945563,1.01181,0.681693
9.01,0.402987,-0.915206,-0.512219,-0.0438512,-0.84768,-0.891447
9.02,0.393815,-0.91919,-0.525375,-0.970441,-1.90531,-1.40328
9.03,0.384603,-0.923082,-0.538479,-0.506704,-0.713097,0.667285
9.04,0.375353,-0.926882,-0.551528,0.682976,1.39481,-0.285909
9.05,0.366066,-0.930589,-0.564523,0.894172,1.86978,1.77629
9.06,0.356742,-0.934203,-0.577461,-0.17569,0.16672,-0.00350438
9.07,0.347382,-0.937724,-0.590341,-0.993845,-1.59945,-0.82579
9.08,0.337988,-0.941151,-0.603163,-0.388143,-1.38497,-0.2814
9.09,0.328559,-0.944483,-0.615924,0.773642,0.30207,-1.45197
9.1,0.319098,-0.947722,-0.628623,0.827049,1.31429,1.41706
9.11,0.309605,-0.950865,-0.64126,-0.304437,0.693649,0.418114
9.12,0.300081,-0.953914,-0.653832,-0.999764,-0.408467,0.634756
9.13,0.290527,-0.956867,-0.666339,-0.262753,-0.621882,0.147913
9.14,0.280944,-0.959724,-0.67878,0.850698,-0.128675,-1.87372
9.15,0.271333,-0.962485,-0.691152,0.745374,0.0461883,0.294616
9.16,0.261695,-0.965151,-0.703456,-0.427829,-0.203999,-0.549565
9.17,0.252031,-0.967719,-0.715689,-0.988092,-0.0470351,1.24512
9.18,0.242341,-0.970191,-0.72785,-0.13274,0.660341,1.05621
9.19,0.232627,-0.972566,-0.739939,0.912785,0.828736,-0.829685
9.2,0.22289,-0.974844,-0.751954,0.650585,-0.23332,0.104247
9.21,0.21313,-0.977024,-0.763893,-0.543692,-1.4148,-1.78373
9.22,0.20335,-0.979106,-0.775756,-0.959035,-1.01645,0.485951
9.23,0.193549,-0.981091,-0.787542,-0.000391877,0.808671,0.809847
9.24,0.183728,-0.982977,-0.799249,0.958813,1.8905,0.387011
9.25,0.173889,-0.984765,-0.810876,0.54435,0.742075,1.11099
9.26,0.164033,-0.986455,-0.822421,-0.64999,-1.36802,-1.70594
9.27,0.154161,-0.988046,-0.833885,-0.913105,-1.88673,-0.229038
9.28,0.144273,-0.989538,-0.845265,0.131963,-0.202117,-0.595699
9.29,0.13437,-0.990931,-0.856561,0.987971,1.60059,0.307063
9.3,0.124454,-0.992225,-0.867771,0.428537,1.42462,1.77047
9.31,0.114526,-0.99342,-0.878894,-0.744852,-0.281103,-0.530226
9.32,0.104586,-0.994516,-0.889929,-0.851109,-1.34606,0.398694
9.33,0.0946361,-0.995512,-0.900876,0.261997,-0.736598,-1.50428
9.34,0.0846764,-0.996409,-0.911732,0.999746,0.415611,-0.629161
9.35,0.0747083,-0.997205,-0.922497,0.305184,0.672559,0.948625
9.36,0.0647327,-0.997903,-0.93317,-0.826608,0.154515,0.0507295
9.37,0.0547506,-0.9985,-0.943749,-0.774139,-0.0813082,1.67291
9.38,0.044763,-0.998998,-0.954235,0.38742,0.154973,-0.946775
9.39,0.034771,-0.999395,-0.964624,0.993932,0.0499179,-0.725353
9.4,0.0247754,-0.999693,-0.974918,0.176461,-0.611197,-0.440274
9.41,0.0147774,-0.999891,-0.985113,-0.893821,-0.800955,-0.708755
9.42,0.00477794,-0.999989,-0.995211,-0.683548,0.204463,1.88586
9.43,-0.00522202,-0.999986,-1.00521,0.506028,1.37275,-0.00619321
9.44,-0.0152215,-0.999884,-1.01511,0.97063,1.0192,0.515599
9.45,-0.0252194,-0.999682,-1.0249,0.0446342,-0.769599,-0.725054
9.46,-0.0352148,-0.99938,-1.03459,-0.945308,-1.87375,-1.54512
9.47,-0.0452066,-0.998978,-1.04418,-0.58093,-0.769971,0.75666
9.48,-0.055194,-0.998476,-1.05367,0.615732,1.33989,-0.246179
9.49,-0.0651758,-0.997874,-1.06305,0.93025,1.90182,1.65424
9.5,-0.0751511,-0.997172,-1.07232,-0.0879783,0.237746,0.15045
9.51,-0.0851189,-0.996371,-1.08149,-0.980162,-1.59975,-1.00812
9.52,-0.0950782,-0.99547,-1.09055,-0.468091,-1.46335,-0.167972
9.53,-0.105028,-0.994469,-1.0995,0.714602,0.258714,-1.45566
9.54,-0.114967,-0.993369,-1.10834,0.873503,1.37613,1.3531
9.55,-0.124895,-0.99217,-1.11706,-0.219043,0.779982,0.571578
9.56,-0.13481,-0.990871,-1.12568,-0.997771,-0.420843,0.44377
9.57,-0.144712,-0.989474,-1.13419,-0.347017,-0.72261,0.275313
9.58,-0.154599,-0.987977,-1.14258,0.8009,-0.181896,-1.94195
9.59,-0.164471,-0.986382,-1.15085,0.801387,0.114966,0.272272
9.6,-0.174327,-0.984688,-1.15901,-0.346254,-0.105207,-0.408622
9.61,-0.184165,-0.982895,-1.16706,-0.997825,-0.0509281,1.07844
9.62,-0.193984,-0.981005,-1.17499,-0.219837,0.562338,1.21109
9.63,-0.203785,-0.979016,-1.1828,0.873106,0.771431,-0.953006
9.64,-0.213564,-0.976929,-1.19049,0.715171,-0.176874,0.107691
9.65,-0.223323,-0.974745,-1.19807,-0.467372,-1.32965,-1.68864
9.66,-0.233059,-0.972463,-1.20552,-0.980323,-1.02005,0.347301
9.67,-0.242772,-0.970083,-1.21286,-0.088789,0.730551,0.996217
9.68,-0.25246,-0.967607,-1.22007,0.929951,1.85506,0.241257
9.69,-0.262124,-0.965034,-1.22716,0.616373,0.796714,1.15107
9.7,-0.271761,-0.962365,-1.23413,-0.580268,-1.3105,-1.67541
9.71,-0.281371,-0.959599,-1.24097,-0.945573,-1.91501,-0.354038
9.72,-0.290952,-0.956738,-1.24769,0.0438211,-0.273522,-0.404901
9.73,-0.300505,-0.95378,-1.25429,0.970434,1.59695,0.158051
9.74,-0.310028,-0.950728,-1.26076,0.50673,1.50109,1.86807
9.75,-0.319519,-0.94758,-1.2671,-0.682954,-0.234961,-0.54975
9.76,-0.328979,-0.944337,-1.27332,-0.894186,-1.40444,0.290392
9.77,-0.338406,-0.941,-1.27941,0.17566,-0.823716,-1.34523
9.78,-0.347799,-0.937569,-1.28537,0.993842,0.424166,-0.789925
9.79,-0.357157,-0.934044,-1.2912,0.388171,0.771953,1.09925
9.8,-0.366479,-0.930426,-1.29691,-0.773623,0.210769,0.00398629
9.81,-0.375765,-0.926715,-1.30248,-0.827066,-0.147109,1.60975
9.82,-0.385013,-0.922911,-1.30792,0.304409,0.054781,-0.829551
9.83,-0.394223,-0.919015,-1.31324,0.999764,0.0500584,-0.906307
9.84,-0.403393,-0.915027,-1.31842,0.262782,-0.513847,-0.269536
9.85,-0.412523,-0.910947,-1.32347,-0.850682,-0.740205,-0.783897
9.86,-0.421612,-0.906776,-1.32839,-0.745395,0.150617,1.88981
9.87,-0.430658,-0.902515,-1.33317,0.427801,1.28556,0.0844008
9.88,-0.439662,-0.898163,-1.33783,0.988097,1.01898,0.334891
9.89,-0.448621,-0.893722,-1.34234,0.13277,-0.691612,-0.561193
9.9,-0.457536,-0.889191,-1.34673,-0.912773,-1.83449,-1.66739
9.91,-0.466405,-0.884571,-1.35098,-0.650608,-0.822237,0.816533
9.92,-0.475227,-0.879863,-1.35509,0.543667,1.27992,-0.176347
9.93,-0.484002,-0.875067,-1.35907,0.959044,1.92627,1.51054
9.94,-0.492728,-0.870183,-1.36291,0.000422021,0.309359,0.309781
9.95,-0.501405,-0.865213,-1.36662,-0.958804,-1.59219,-1.17812
9.96,-0.510032,-0.860155,-1.37019,-0.544375,-1.53776,-0.0800906
9.97,-0.518608,-0.855012,-1.37362,0.649967,0.209905,-1.42796
9.98,-0.527132,-0.849783,-1.37692,0.913117,1.43096,1.2624
9.99,-0.535603,-0.84447,-1.38007,-0.131933,0.867716,0.73809
